x,y,z,classification,gpstime,scan_angle,intensity,number_of_returns,return_number,point_source_ID,edge_of_flight_line_flag,direction_of_scan_flag,user_data,red_channel,green_channel,blue_channel
1293518.250,5044350.730,314.020,2,353621312.958249,-15,17408,1,1,8,0,0,0,0,0,0
1293518.770,5044350.410,314.310,3,353621312.958256,-15,16384,1,1,8,0,0,0,0,0,0
1293519.360,5044350.040,314.920,3,353621312.958262,-15,19200,1,1,8,0,0,0,0,0,0
1293519.820,5044349.770,314.880,3,353621312.958269,-15,20480,1,1,8,0,0,0,0,0,0
1293520.290,5044349.490,314.940,3,353621312.958276,-15,23296,1,1,8,0,0,0,0,0,0
1293520.750,5044349.220,314.850,3,353621312.958283,-15,23296,1,1,8,0,0,0,0,0,0
1293521.200,5044348.950,314.820,3,353621312.958290,-15,12544,1,1,8,0,0,0,0,0,0
1293522.440,5044348.080,318.570,4,353621312.958296,-15,1280,1,1,8,0,0,0,0,0,0
1293522.390,5044348.210,316.000,3,353621312.958303,-15,768,1,1,8,0,0,0,0,0,0
1293523.150,5044347.710,317.410,4,353621312.958310,-15,2816,1,1,8,0,0,0,0,0,0
1293523.090,5044347.840,314.800,3,353621312.958317,-15,10240,1,1,8,0,0,0,0,0,0
1293523.590,5044347.540,314.890,3,353621312.958323,-15,14848,1,1,8,0,0,0,0,0,0
1293524.070,5044347.260,314.880,3,353621312.958330,-15,19200,1,1,8,0,0,0,0,0,0
1293524.550,5044346.970,314.960,3,353621312.958337,-15,16384,1,1,8,0,0,0,0,0,0
1293525.250,5044346.520,315.990,3,353621312.958344,-15,14592,1,1,8,0,0,0,0,0,0
1293525.540,5044346.380,315.040,3,353621312.958351,-15,16128,1,1,8,0,0,0,0,0,0
1293525.990,5044346.120,314.840,2,353621312.958358,-15,19200,1,1,8,0,0,0,0,0,0
1293526.660,5044345.690,315.810,3,353621312.958364,-15,17920,1,1,8,0,0,0,0,0,0
1293527.240,5044345.330,316.230,3,353621312.958371,-15,19456,1,1,8,0,0,0,0,0,0
1293527.730,5044345.040,316.240,3,353621312.958378,-15,16896,1,1,8,0,0,0,0,0,0
1293528.210,5044344.760,316.210,3,353621312.958385,-15,16384,1,1,8,0,0,0,0,0,0
1293528.660,5044344.500,316.010,3,353621312.958392,-15,16384,1,1,8,0,0,0,0,0,0
1293528.990,5044344.340,315.150,3,353621312.958398,-15,16384,1,1,8,0,0,0,0,0,0
1293529.440,5044344.080,314.940,3,353621312.958405,-15,17664,1,1,8,0,0,0,0,0,0
1293529.630,5044344.970,314.860,2,353621312.974626,-15,14336,1,1,8,0,0,0,0,0,0
1293529.260,5044345.170,315.440,3,353621312.974633,-15,13056,1,1,8,0,0,0,0,0,0
1293528.910,5044345.350,316.120,3,353621312.974639,-15,15872,1,1,8,0,0,0,0,0,0
1293529.440,5044344.860,321.170,1,353621312.974646,-15,2816,2,1,8,0,0,0,0,0,0
1293528.430,5044345.640,316.150,3,353621312.974646,-15,11776,2,2,8,0,0,0,0,0,0
1293528.960,5044345.140,321.200,1,353621312.974653,-15,3840,2,1,8,0,0,0,0,0,0
1293527.900,5044345.960,315.920,3,353621312.974653,-15,8704,2,2,8,0,0,0,0,0,0
1293527.460,5044346.220,316.090,3,353621312.974660,-15,12288,1,1,8,0,0,0,0,0,0
1293526.800,5044346.630,315.250,3,353621312.974667,-15,12800,1,1,8,0,0,0,0,0,0
1293526.260,5044346.970,314.930,3,353621312.974673,-15,13568,1,1,8,0,0,0,0,0,0
1293526.010,5044347.080,316.030,3,353621312.974680,-15,10496,1,1,8,0,0,0,0,0,0
1293525.650,5044347.270,316.630,3,353621312.974687,-15,9984,1,1,8,0,0,0,0,0,0
1293525.230,5044347.510,316.880,3,353621312.974694,-15,3840,1,1,8,0,0,0,0,0,0
1293524.510,5044347.980,315.650,3,353621312.974701,-15,14336,1,1,8,0,0,0,0,0,0
1293523.920,5044348.350,315.060,3,353621312.974707,-15,10240,1,1,8,0,0,0,0,0,0
1293523.880,5044348.300,317.190,4,353621312.974714,-15,4096,1,1,8,0,0,0,0,0,0
1293523.620,5044348.410,318.240,4,353621312.974721,-15,4864,1,1,8,0,0,0,0,0,0
1293523.360,5044348.530,319.250,4,353621312.974728,-15,6400,1,1,8,0,0,0,0,0,0
1293522.980,5044348.740,319.660,4,353621312.974735,-15,768,1,1,8,0,0,0,0,0,0
1293522.120,5044349.320,317.700,4,353621312.974741,-15,7424,1,1,8,0,0,0,0,0,0
1293521.370,5044349.820,316.270,4,353621312.974748,-15,3328,1,1,8,0,0,0,0,0,0
1293520.610,5044350.330,314.830,3,353621312.974755,-15,14336,1,1,8,0,0,0,0,0,0
1293520.370,5044350.430,315.890,3,353621312.974762,-15,9984,1,1,8,0,0,0,0,0,0
1293519.750,5044350.820,315.100,3,353621312.974769,-15,14848,1,1,8,0,0,0,0,0,0
1293519.190,5044351.170,314.610,3,353621312.974775,-15,15360,1,1,8,0,0,0,0,0,0
1293518.720,5044351.460,314.540,2,353621312.974782,-15,14848,1,1,8,0,0,0,0,0,0
1293518.250,5044351.740,314.430,3,353621312.974789,-15,13824,1,1,8,0,0,0,0,0,0
1293517.760,5044352.030,314.280,2,353621312.974796,-15,11008,1,1,8,0,0,0,0,0,0
1293517.270,5044352.340,314.060,2,353621312.974803,-15,10752,1,1,8,0,0,0,0,0,0
1293516.810,5044352.610,313.960,3,353621312.974809,-15,8960,1,1,8,0,0,0,0,0,0
1293516.580,5044352.710,315.060,3,353621312.974816,-15,1024,1,1,8,0,0,0,0,0,0
1293515.860,5044353.180,313.750,3,353621312.974823,-15,8960,1,1,8,0,0,0,0,0,0
1293515.400,5044353.460,313.640,3,353621312.974830,-15,8192,1,1,8,0,0,0,0,0,0
1293515.870,5044353.020,318.010,4,353621312.974837,-15,768,2,1,8,0,0,0,0,0,0
1293514.930,5044353.740,313.530,3,353621312.974837,-15,5376,2,2,8,0,0,0,0,0,0
1293515.620,5044353.130,318.950,4,353621312.974844,-16.002,10496,1,1,8,0,0,0,0,0,0
1293515.280,5044353.320,319.420,4,353621312.974850,-16.002,11264,1,1,8,0,0,0,0,0,0
1293514.950,5044353.500,319.900,4,353621312.974857,-16.002,13824,1,1,8,0,0,0,0,0,0
1293514.580,5044353.710,320.170,4,353621312.974864,-16.002,13824,1,1,8,0,0,0,0,0,0
1293513.940,5044354.120,319.180,4,353621312.974871,-16.002,8960,1,1,8,0,0,0,0,0,0
1293513.320,5044354.520,318.320,4,353621312.974878,-16.002,9216,1,1,8,0,0,0,0,0,0
1293512.660,5044354.950,317.220,4,353621312.974884,-16.002,2816,2,1,8,0,0,0,0,0,0
1293511.800,5044355.610,313.140,2,353621312.974884,-16.002,9472,2,2,8,0,0,0,0,0,0
1293511.380,5044355.860,313.170,3,353621312.974891,-16.002,12800,1,1,8,0,0,0,0,0,0
1293511.040,5044356.050,313.610,3,353621312.974898,-16.002,11008,1,1,8,0,0,0,0,0,0
1293510.700,5044356.240,313.970,3,353621312.974905,-16.002,14080,1,1,8,0,0,0,0,0,0
1293510.350,5044356.430,314.360,3,353621312.974911,-16.002,14336,1,1,8,0,0,0,0,0,0
1293509.940,5044356.670,314.440,3,353621312.974918,-16.002,10240,1,1,8,0,0,0,0,0,0
1293509.490,5044356.950,314.260,3,353621312.974925,-16.002,12288,1,1,8,0,0,0,0,0,0
1293509.050,5044357.210,314.180,4,353621312.974932,-16.002,11776,1,1,8,0,0,0,0,0,0
1293508.680,5044357.430,314.350,4,353621312.974939,-16.002,12288,1,1,8,0,0,0,0,0,0
1293508.220,5044357.700,314.220,4,353621312.974946,-16.002,15104,1,1,8,0,0,0,0,0,0
1293507.800,5044357.950,314.150,4,353621312.974952,-16.002,17408,1,1,8,0,0,0,0,0,0
1293507.460,5044358.140,314.520,4,353621312.974959,-16.002,8448,1,1,8,0,0,0,0,0,0
1293507.010,5044358.410,314.340,4,353621312.974966,-16.002,13824,1,1,8,0,0,0,0,0,0
1293506.620,5044358.640,314.440,4,353621312.974973,-16.002,13568,1,1,8,0,0,0,0,0,0
1293506.190,5044358.900,314.340,4,353621312.974980,-16.002,10240,1,1,8,0,0,0,0,0,0
1293505.770,5044359.150,314.240,4,353621312.974986,-16.002,13312,1,1,8,0,0,0,0,0,0
1293505.490,5044359.300,314.830,4,353621312.974993,-16.002,10240,2,1,8,0,0,0,0,0,0
1293504.740,5044359.870,311.370,2,353621312.974993,-16.002,3328,2,2,8,0,0,0,0,0,0
1293505.100,5044359.520,314.930,4,353621312.975000,-16.002,12544,1,1,8,0,0,0,0,0,0
1293504.630,5044359.820,314.570,4,353621312.975007,-16.002,5632,1,1,8,0,0,0,0,0,0
1293504.290,5044360.010,314.870,4,353621312.975013,-16.002,1024,1,1,8,0,0,0,0,0,0
1293503.140,5044360.820,311.390,2,353621312.975020,-16.002,6912,1,1,8,0,0,0,0,0,0
1293502.740,5044361.060,311.380,2,353621312.975027,-16.002,11264,1,1,8,0,0,0,0,0,0
1293502.350,5044361.290,311.390,2,353621312.975034,-16.002,10240,1,1,8,0,0,0,0,0,0
1293501.950,5044361.530,311.350,2,353621312.975041,-16.002,11008,1,1,8,0,0,0,0,0,0
1293501.550,5044361.760,311.360,2,353621312.975048,-16.002,16896,1,1,8,0,0,0,0,0,0
1293501.150,5044362.000,311.340,2,353621312.975054,-16.002,18432,1,1,8,0,0,0,0,0,0
1293500.770,5044362.230,311.340,2,353621312.975061,-16.002,18688,1,1,8,0,0,0,0,0,0
1293500.380,5044362.460,311.320,2,353621312.975068,-16.002,20736,1,1,8,0,0,0,0,0,0
1293499.990,5044362.690,311.340,2,353621312.975075,-16.002,18944,1,1,8,0,0,0,0,0,0
1293499.610,5044362.920,311.330,2,353621312.975082,-16.002,16128,1,1,8,0,0,0,0,0,0
1293499.220,5044363.140,311.340,2,353621312.975088,-16.002,13824,1,1,8,0,0,0,0,0,0
1293498.860,5044363.360,311.370,2,353621312.975095,-16.002,13312,1,1,8,0,0,0,0,0,0
1293498.480,5044363.580,311.380,2,353621312.975102,-16.002,9472,1,1,8,0,0,0,0,0,0
1293498.100,5044363.810,311.380,2,353621312.975109,-16.002,8448,1,1,8,0,0,0,0,0,0
1293497.740,5044364.020,311.410,2,353621312.975116,-16.002,7680,1,1,8,0,0,0,0,0,0
1293497.360,5044364.250,311.420,2,353621312.975122,-16.002,8448,1,1,8,0,0,0,0,0,0
1293496.990,5044364.470,311.430,2,353621312.975129,-16.002,7424,1,1,8,0,0,0,0,0,0
1293496.620,5044364.690,311.430,2,353621312.975136,-16.002,7168,1,1,8,0,0,0,0,0,0
1293496.260,5044364.900,311.470,2,353621312.975143,-16.002,7680,1,1,8,0,0,0,0,0,0
1293495.900,5044365.110,311.500,2,353621312.975150,-16.002,7680,1,1,8,0,0,0,0,0,0
1293495.540,5044365.330,311.500,2,353621312.975157,-16.002,7680,1,1,8,0,0,0,0,0,0
1293495.170,5044365.550,311.500,2,353621312.975163,-16.002,7168,1,1,8,0,0,0,0,0,0
1293494.810,5044365.760,311.500,2,353621312.975170,-16.002,8960,1,1,8,0,0,0,0,0,0
1293494.450,5044365.970,311.520,2,353621312.975177,-16.002,9472,1,1,8,0,0,0,0,0,0
1293494.100,5044366.180,311.540,2,353621312.975184,-16.002,8448,1,1,8,0,0,0,0,0,0
1293493.740,5044366.390,311.540,2,353621312.975190,-16.002,9728,1,1,8,0,0,0,0,0,0
1293493.390,5044366.600,311.560,2,353621312.975197,-16.002,9216,1,1,8,0,0,0,0,0,0
1293493.030,5044366.810,311.560,2,353621312.975204,-16.002,9984,1,1,8,0,0,0,0,0,0
1293492.690,5044367.010,311.560,2,353621312.975211,-16.002,9984,1,1,8,0,0,0,0,0,0
1293492.340,5044367.220,311.550,2,353621312.975218,-16.002,11008,1,1,8,0,0,0,0,0,0
1293491.980,5044367.430,311.570,2,353621312.975224,-16.002,10240,1,1,8,0,0,0,0,0,0
1293491.650,5044367.630,311.580,2,353621312.975231,-16.002,10752,1,1,8,0,0,0,0,0,0
1293491.300,5044367.840,311.580,2,353621312.975238,-16.002,10496,1,1,8,0,0,0,0,0,0
1293490.950,5044368.040,311.590,2,353621312.975245,-16.002,10496,1,1,8,0,0,0,0,0,0
1293490.620,5044368.240,311.610,2,353621312.975252,-16.002,8960,1,1,8,0,0,0,0,0,0
1293490.280,5044368.450,311.590,2,353621312.975259,-16.998,9216,1,1,8,0,0,0,0,0,0
1293490.210,5044368.660,311.590,2,353621312.977688,-16.998,10240,1,1,8,0,0,0,0,0,0
1293490.540,5044368.470,311.580,2,353621312.977694,-16.998,10752,1,1,8,0,0,0,0,0,0
1293490.890,5044368.260,311.620,2,353621312.977701,-16.002,10496,1,1,8,0,0,0,0,0,0
1293491.230,5044368.060,311.610,2,353621312.977708,-16.002,12288,1,1,8,0,0,0,0,0,0
1293491.580,5044367.850,311.600,2,353621312.977715,-16.002,12032,1,1,8,0,0,0,0,0,0
1293491.910,5044367.650,311.570,2,353621312.977721,-16.002,9984,1,1,8,0,0,0,0,0,0
1293492.270,5044367.440,311.570,2,353621312.977728,-16.002,11776,1,1,8,0,0,0,0,0,0
1293492.620,5044367.240,311.560,2,353621312.977735,-16.002,11008,1,1,8,0,0,0,0,0,0
1293492.970,5044367.030,311.540,2,353621312.977742,-16.002,11008,1,1,8,0,0,0,0,0,0
1293493.320,5044366.820,311.550,2,353621312.977749,-16.002,8960,1,1,8,0,0,0,0,0,0
1293493.690,5044366.600,311.560,2,353621312.977756,-16.002,10240,1,1,8,0,0,0,0,0,0
1293494.040,5044366.400,311.540,2,353621312.977762,-16.002,9728,1,1,8,0,0,0,0,0,0
1293494.410,5044366.180,311.530,2,353621312.977769,-16.002,9472,1,1,8,0,0,0,0,0,0
1293494.770,5044365.970,311.520,2,353621312.977776,-16.002,10240,1,1,8,0,0,0,0,0,0
1293495.120,5044365.760,311.520,2,353621312.977783,-16.002,8448,1,1,8,0,0,0,0,0,0
1293495.480,5044365.550,311.500,2,353621312.977790,-16.002,8192,1,1,8,0,0,0,0,0,0
1293495.870,5044365.320,311.520,2,353621312.977796,-16.002,7936,1,1,8,0,0,0,0,0,0
1293496.230,5044365.110,311.490,2,353621312.977803,-16.002,8192,1,1,8,0,0,0,0,0,0
1293496.590,5044364.900,311.450,2,353621312.977810,-16.002,8960,1,1,8,0,0,0,0,0,0
1293496.960,5044364.680,311.450,2,353621312.977817,-16.002,9472,1,1,8,0,0,0,0,0,0
1293497.330,5044364.460,311.420,2,353621312.977823,-16.002,9728,1,1,8,0,0,0,0,0,0
1293497.700,5044364.240,311.400,2,353621312.977830,-16.002,9984,1,1,8,0,0,0,0,0,0
1293498.080,5044364.010,311.410,3,353621312.977837,-16.002,9472,1,1,8,0,0,0,0,0,0
1293498.460,5044363.800,311.370,2,353621312.977844,-16.002,10752,1,1,8,0,0,0,0,0,0
1293498.840,5044363.570,311.370,2,353621312.977851,-16.002,13312,1,1,8,0,0,0,0,0,0
1293499.210,5044363.350,311.320,2,353621312.977858,-16.002,18176,1,1,8,0,0,0,0,0,0
1293499.600,5044363.120,311.350,3,353621312.977865,-16.002,18176,1,1,8,0,0,0,0,0,0
1293499.980,5044362.890,311.320,2,353621312.977871,-16.002,20736,1,1,8,0,0,0,0,0,0
1293500.380,5044362.660,311.360,3,353621312.977878,-16.002,22784,1,1,8,0,0,0,0,0,0
1293500.760,5044362.430,311.340,2,353621312.977885,-16.002,19200,1,1,8,0,0,0,0,0,0
1293501.160,5044362.200,311.360,2,353621312.977892,-16.002,20736,1,1,8,0,0,0,0,0,0
1293501.550,5044361.970,311.350,2,353621312.977898,-16.002,18688,1,1,8,0,0,0,0,0,0
1293502.240,5044361.510,312.690,3,353621312.977905,-16.002,8192,1,1,8,0,0,0,0,0,0
1293502.350,5044361.490,311.400,2,353621312.977912,-16.002,9728,1,1,8,0,0,0,0,0,0
1293502.760,5044361.250,311.420,2,353621312.977919,-16.002,12032,1,1,8,0,0,0,0,0,0
1293503.160,5044361.010,311.420,3,353621312.977926,-16.002,4352,1,1,8,0,0,0,0,0,0
1293504.320,5044360.200,314.940,4,353621312.977932,-16.002,1792,2,1,8,0,0,0,0,0,0
1293503.540,5044360.790,311.360,2,353621312.977932,-16.002,10752,2,2,8,0,0,0,0,0,0
1293504.690,5044359.980,314.780,4,353621312.977939,-16.002,8192,2,1,8,0,0,0,0,0,0
1293503.950,5044360.550,311.350,2,353621312.977939,-16.002,4096,2,2,8,0,0,0,0,0,0
1293505.090,5044359.750,314.750,4,353621312.977946,-16.002,13824,1,1,8,0,0,0,0,0,0
1293505.490,5044359.520,314.700,4,353621312.977953,-16.002,13568,1,1,8,0,0,0,0,0,0
1293505.810,5044359.340,314.320,4,353621312.977960,-16.002,13824,1,1,8,0,0,0,0,0,0
1293506.230,5044359.090,314.360,4,353621312.977967,-16.002,13824,1,1,8,0,0,0,0,0,0
1293506.650,5044358.840,314.430,4,353621312.977973,-16.002,17920,1,1,8,0,0,0,0,0,0
1293507.290,5044358.430,315.450,4,353621312.977980,-16.002,2048,1,1,8,0,0,0,0,0,0
1293507.550,5044358.300,314.700,4,353621312.977987,-16.002,12288,1,1,8,0,0,0,0,0,0
1293507.850,5044358.140,314.220,3,353621312.977994,-16.002,16896,1,1,8,0,0,0,0,0,0
1293508.260,5044357.890,314.180,3,353621312.978000,-16.002,19200,1,1,8,0,0,0,0,0,0
1293508.700,5044357.640,314.270,3,353621312.978007,-16.002,13312,1,1,8,0,0,0,0,0,0
1293509.260,5044357.280,314.920,4,353621312.978014,-16.002,2048,1,1,8,0,0,0,0,0,0
1293509.510,5044357.160,314.080,3,353621312.978021,-16.002,14848,1,1,8,0,0,0,0,0,0
1293509.910,5044356.930,313.980,3,353621312.978028,-16.002,12800,1,1,8,0,0,0,0,0,0
1293510.390,5044356.640,314.250,3,353621312.978034,-16.002,13312,1,1,8,0,0,0,0,0,0
1293510.730,5044356.450,313.790,3,353621312.978041,-16.002,17408,1,1,8,0,0,0,0,0,0
1293511.100,5044356.250,313.530,3,353621312.978048,-16.002,16128,1,1,8,0,0,0,0,0,0
1293511.480,5044356.030,313.280,3,353621312.978055,-16.002,16640,1,1,8,0,0,0,0,0,0
1293512.690,5044355.170,316.960,4,353621312.978062,-16.002,1536,2,1,8,0,0,0,0,0,0
1293511.910,5044355.780,313.250,2,353621312.978062,-16.002,12288,2,2,8,0,0,0,0,0,0
1293513.550,5044354.590,319.020,4,353621312.978069,-16.002,9216,1,1,8,0,0,0,0,0,0
1293514.140,5044354.220,319.710,4,353621312.978075,-16.002,9984,1,1,8,0,0,0,0,0,0
1293514.730,5044353.840,320.450,4,353621312.978082,-16.002,13824,1,1,8,0,0,0,0,0,0
1293515.070,5044353.660,319.980,4,353621312.978089,-16.002,13312,1,1,8,0,0,0,0,0,0
1293515.360,5044353.510,319.290,4,353621312.978096,-16.002,12032,1,1,8,0,0,0,0,0,0
1293515.630,5044353.380,318.460,4,353621312.978102,-16.002,13568,1,1,8,0,0,0,0,0,0
1293516.000,5044353.170,318.110,4,353621312.978109,-15,2816,2,1,8,0,0,0,0,0,0
1293515.090,5044353.870,313.750,3,353621312.978109,-15,5632,2,2,8,0,0,0,0,0,0
1293515.570,5044353.590,313.880,3,353621312.978116,-15,8960,1,1,8,0,0,0,0,0,0
1293516.780,5044352.810,315.430,3,353621312.978130,-15,11264,1,1,8,0,0,0,0,0,0
1293516.990,5044352.730,314.280,3,353621312.978137,-15,10752,1,1,8,0,0,0,0,0,0
1293517.440,5044352.470,314.270,3,353621312.978143,-15,12032,1,1,8,0,0,0,0,0,0
1293517.910,5044352.190,314.320,2,353621312.978150,-15,13312,1,1,8,0,0,0,0,0,0
1293518.390,5044351.900,314.440,2,353621312.978157,-15,16128,1,1,8,0,0,0,0,0,0
1293518.870,5044351.610,314.580,2,353621312.978164,-15,17664,1,1,8,0,0,0,0,0,0
1293519.350,5044351.330,314.630,3,353621312.978171,-15,20736,1,1,8,0,0,0,0,0,0
1293519.900,5044350.980,315.100,3,353621312.978177,-15,16896,1,1,8,0,0,0,0,0,0
1293520.550,5044350.570,315.990,3,353621312.978184,-15,2560,1,1,8,0,0,0,0,0,0
1293521.070,5044350.250,316.280,4,353621312.978191,-15,2560,1,1,8,0,0,0,0,0,0
1293521.510,5044349.990,316.170,3,353621312.978198,-15,5888,1,1,8,0,0,0,0,0,0
1293522.280,5044349.480,317.630,4,353621312.978205,-15,8704,1,1,8,0,0,0,0,0,0
1293523.220,5044348.840,319.940,4,353621312.978211,-15,5376,1,1,8,0,0,0,0,0,0
1293523.530,5044348.680,319.200,4,353621312.978218,-15,8192,1,1,8,0,0,0,0,0,0
1293523.820,5044348.540,318.320,4,353621312.978225,-15,7936,1,1,8,0,0,0,0,0,0
1293524.010,5044348.480,316.900,4,353621312.978232,-15,5376,1,1,8,0,0,0,0,0,0
1293524.050,5044348.540,314.760,2,353621312.978239,-15,14592,1,1,8,0,0,0,0,0,0
1293524.690,5044348.130,315.540,3,353621312.978245,-15,12544,1,1,8,0,0,0,0,0,0
1293525.390,5044347.680,316.680,3,353621312.978252,-15,10752,1,1,8,0,0,0,0,0,0
1293525.790,5044347.460,316.270,3,353621312.978259,-15,9984,1,1,8,0,0,0,0,0,0
1293526.000,5044347.390,314.890,2,353621312.978266,-15,17920,1,1,8,0,0,0,0,0,0
1293526.490,5044347.090,314.970,3,353621312.978273,-15,16128,1,1,8,0,0,0,0,0,0
1293527.060,5044346.730,315.430,3,353621312.978279,-15,11264,1,1,8,0,0,0,0,0,0
1293529.370,5044345.030,324.490,1,353621312.978286,-15,3840,2,1,8,0,0,0,0,0,0
1293527.670,5044346.350,316.020,3,353621312.978286,-15,9216,2,2,8,0,0,0,0,0,0
1293529.190,5044345.260,321.190,1,353621312.978293,-15,4608,2,1,8,0,0,0,0,0,0
1293528.180,5044346.050,316.160,3,353621312.978293,-15,7680,2,2,8,0,0,0,0,0,0
1293529.660,5044344.990,321.110,1,353621312.978300,-15,768,2,1,8,0,0,0,0,0,0
1293528.650,5044345.770,316.070,3,353621312.978300,-15,15872,2,2,8,0,0,0,0,0,0
1293529.140,5044345.490,316.040,3,353621312.978307,-15,15104,1,1,8,0,0,0,0,0,0
1293529.450,5044345.340,315.110,2,353621312.978313,-15,12288,1,1,8,0,0,0,0,0,0
1293529.180,5044346.520,315.020,2,353621312.994561,-15,5120,2,2,8,0,0,0,0,0,0
1293528.780,5044346.740,315.460,3,353621312.994568,-15,1280,2,2,8,0,0,0,0,0,0
1293529.640,5044345.900,324.570,1,353621312.994582,-15,5376,2,1,8,0,0,0,0,0,0
1293527.740,5044347.370,315.120,3,353621312.994582,-15,5120,2,2,8,0,0,0,0,0,0
1293527.230,5044347.680,314.940,3,353621312.994588,-15,12800,1,1,8,0,0,0,0,0,0
1293526.730,5044347.990,314.850,2,353621312.994595,-15,13568,1,1,8,0,0,0,0,0,0
1293526.260,5044348.260,314.890,2,353621312.994602,-15,14080,1,1,8,0,0,0,0,0,0
1293525.800,5044348.530,314.990,3,353621312.994609,-15,14080,1,1,8,0,0,0,0,0,0
1293525.320,5044348.820,314.930,2,353621312.994616,-15,11776,1,1,8,0,0,0,0,0,0
1293524.820,5044349.120,314.820,2,353621312.994622,-15,13568,1,1,8,0,0,0,0,0,0
1293524.650,5044349.160,316.320,3,353621312.994629,-15,6912,1,1,8,0,0,0,0,0,0
1293524.330,5044349.330,317.060,4,353621312.994636,-15,8448,1,1,8,0,0,0,0,0,0
1293524.070,5044349.450,318.070,4,353621312.994643,-15,8192,1,1,8,0,0,0,0,0,0
1293523.720,5044349.640,318.600,4,353621312.994650,-15,6912,1,1,8,0,0,0,0,0,0
1293523.350,5044349.830,319.140,4,353621312.994657,-15,5376,1,1,8,0,0,0,0,0,0
1293522.760,5044350.200,318.530,4,353621312.994663,-15,2816,1,1,8,0,0,0,0,0,0
1293521.800,5044350.870,316.060,3,353621312.994670,-15,6144,1,1,8,0,0,0,0,0,0
1293521.070,5044351.350,314.760,2,353621312.994677,-15,12032,1,1,8,0,0,0,0,0,0
1293520.610,5044351.620,314.750,2,353621312.994684,-15,12288,1,1,8,0,0,0,0,0,0
1293520.140,5044351.900,314.710,2,353621312.994690,-15,15104,1,1,8,0,0,0,0,0,0
1293519.690,5044352.170,314.760,2,353621312.994697,-15,13056,1,1,8,0,0,0,0,0,0
1293519.240,5044352.430,314.760,2,353621312.994704,-15,13312,1,1,8,0,0,0,0,0,0
1293518.780,5044352.710,314.730,2,353621312.994711,-15,11776,1,1,8,0,0,0,0,0,0
1293518.320,5044352.980,314.740,2,353621312.994718,-15,14080,1,1,8,0,0,0,0,0,0
1293517.880,5044353.240,314.760,2,353621312.994725,-15,11008,1,1,8,0,0,0,0,0,0
1293517.420,5044353.510,314.710,2,353621312.994731,-15,12288,1,1,8,0,0,0,0,0,0
1293516.970,5044353.780,314.730,3,353621312.994738,-15,11008,1,1,8,0,0,0,0,0,0
1293516.520,5044354.050,314.670,3,353621312.994745,-15,11264,1,1,8,0,0,0,0,0,0
1293516.500,5044353.980,316.720,4,353621312.994752,-15,2304,1,1,8,0,0,0,0,0,0
1293516.140,5044354.180,317.130,4,353621312.994759,-15,11264,1,1,8,0,0,0,0,0,0
1293515.930,5044354.270,318.220,4,353621312.994765,-16.002,11264,1,1,8,0,0,0,0,0,0
1293515.680,5044354.390,319.070,4,353621312.994772,-16.002,14848,1,1,8,0,0,0,0,0,0
1293515.250,5044354.640,319.130,4,353621312.994779,-16.002,13312,1,1,8,0,0,0,0,0,0
1293514.870,5044354.850,319.410,4,353621312.994786,-16.002,16128,1,1,8,0,0,0,0,0,0
1293514.420,5044355.120,319.380,4,353621312.994792,-16.002,12800,1,1,8,0,0,0,0,0,0
1293513.980,5044355.380,319.290,4,353621312.994799,-16.002,6656,1,1,8,0,0,0,0,0,0
1293513.130,5044355.970,317.280,4,353621312.994806,-16.002,5376,2,1,8,0,0,0,0,0,0
1293512.380,5044356.540,313.760,2,353621312.994806,-16.002,5632,2,2,8,0,0,0,0,0,0
1293512.000,5044356.760,314.020,3,353621312.994813,-16.002,13312,1,1,8,0,0,0,0,0,0
1293511.630,5044356.970,314.260,3,353621312.994820,-16.002,14336,1,1,8,0,0,0,0,0,0
1293511.310,5044357.130,314.810,3,353621312.994827,-16.002,13568,1,1,8,0,0,0,0,0,0
1293510.860,5044357.410,314.680,3,353621312.994833,-16.002,9472,1,1,8,0,0,0,0,0,0
1293510.420,5044357.670,314.570,3,353621312.994840,-16.002,10752,1,1,8,0,0,0,0,0,0
1293510.140,5044357.810,315.260,3,353621312.994847,-16.002,5120,1,1,8,0,0,0,0,0,0
1293509.460,5044358.260,314.040,3,353621312.994854,-16.002,11264,1,1,8,0,0,0,0,0,0
1293509.260,5044358.340,315.120,3,353621312.994861,-16.002,6400,1,1,8,0,0,0,0,0,0
1293508.690,5044358.710,314.370,3,353621312.994867,-16.002,11776,1,1,8,0,0,0,0,0,0
1293508.310,5044358.930,314.490,3,353621312.994874,-16.002,12800,1,1,8,0,0,0,0,0,0
1293508.000,5044359.090,315.040,3,353621312.994881,-16.002,9728,1,1,8,0,0,0,0,0,0
1293507.530,5044359.380,314.770,3,353621312.994888,-16.002,11264,1,1,8,0,0,0,0,0,0
1293506.920,5044359.770,313.850,3,353621312.994895,-16.002,11520,1,1,8,0,0,0,0,0,0
1293506.570,5044359.970,314.110,3,353621312.994901,-16.002,13312,1,1,8,0,0,0,0,0,0
1293506.180,5044360.210,314.170,3,353621312.994908,-16.002,13312,1,1,8,0,0,0,0,0,0
1293505.920,5044360.330,314.860,4,353621312.994915,-16.002,11520,1,1,8,0,0,0,0,0,0
1293505.470,5044360.600,314.680,4,353621312.994922,-16.002,12544,1,1,8,0,0,0,0,0,0
